"","country","equipment_type","destroyed","abandoned","captured","damaged","type_total","row_id","Date"
"1","Russia","All Types",2798,327,1366,100,4591,1,"2022-07-07"
"2","Russia","Tanks",481,51,274,30,836,2,"2022-07-07"
"3","Russia","Armoured Fighting Vehicles",298,36,133,5,472,3,"2022-07-07"
"4","Russia","Infantry Fighting Vehicles",583,73,247,19,922,4,"2022-07-07"
"5","Russia","Armoured Personnel Carriers",50,13,57,3,123,5,"2022-07-07"
"6","Russia","Mine-Resistant Ambush Protected",15,3,8,3,29,6,"2022-07-07"
"7","Russia","Infantry Mobility Vehicles",70,4,34,2,110,7,"2022-07-07"
"8","Russia","Command Posts And Communications Stations",46,7,37,0,90,8,"2022-07-07"
"9","Russia","Engineering Vehicles And Equipment",60,42,68,2,172,9,"2022-07-07"
"10","Russia","Self-Propelled Anti-Tank Missile Systems",8,5,8,0,21,10,"2022-07-07"
"11","Russia","Heavy Mortars",6,0,8,0,14,11,"2022-07-07"
"12","Russia","Towed Artillery",19,6,39,4,68,12,"2022-07-07"
"13","Russia","Self-Propelled Artillery",65,20,45,2,132,13,"2022-07-07"
"14","Russia","Multiple Rocket Launchers",59,2,29,0,90,14,"2022-07-07"
"15","Russia","Anti-Aircraft Guns",2,0,5,0,7,15,"2022-07-07"
"16","Russia","Self-Propelled Anti-Aircraft Guns",7,2,6,0,15,16,"2022-07-07"
"17","Russia","Surface-To-Air Missile Systems",35,7,21,1,64,17,"2022-07-07"
"18","Russia","Radars",5,0,6,0,11,18,"2022-07-07"
"19","Russia","Jammers And Deception Systems",6,0,3,1,10,19,"2022-07-07"
"20","Russia","Aircraft",34,0,0,1,35,20,"2022-07-07"
"21","Russia","Helicopters",47,0,1,1,49,21,"2022-07-07"
"22","Russia","Unmanned Aerial Vehicles",49,0,45,0,94,22,"2022-07-07"
"23","Russia","Naval Ships",8,0,0,2,10,23,"2022-07-07"
"24","Russia","Logistics Trains",2,0,0,0,2,24,"2022-07-07"
"25","Russia","Trucks, Vehicles and Jeeps",852,57,287,21,1217,25,"2022-07-07"
"26","Ukraine","All Types",595,36,548,30,1209,1,"2022-07-07"
"27","Ukraine","Tanks",87,8,99,5,199,2,"2022-07-07"
"28","Ukraine","Armoured Fighting Vehicles",35,3,54,0,92,3,"2022-07-07"
"29","Ukraine","Infantry Fighting Vehicles",81,11,51,3,146,4,"2022-07-07"
"30","Ukraine","Armoured Personnel Carriers",24,2,40,1,67,5,"2022-07-07"
"31","Ukraine","Mine-Resistant Ambush Protected",1,0,2,0,3,6,"2022-07-07"
"32","Ukraine","Infantry Mobility Vehicles",42,1,68,1,112,7,"2022-07-07"
"33","Ukraine","Command Posts And Communications Stations",0,0,3,0,3,8,"2022-07-07"
"34","Ukraine","Engineering Vehicles",6,0,10,0,16,9,"2022-07-07"
"35","Ukraine","Self-Propelled Anti-Tank Missile Systems",5,1,7,0,13,10,"2022-07-07"
"36","Ukraine","Towed Artillery",26,3,9,4,42,11,"2022-07-07"
"37","Ukraine","Self-Propelled Artillery",16,1,16,8,41,12,"2022-07-07"
"38","Ukraine","Multiple Rocket Launchers",14,0,5,0,19,13,"2022-07-07"
"39","Ukraine","Anti-Aircraft Guns",0,0,3,0,3,14,"2022-07-07"
"40","Ukraine","Self-Propelled Anti-Aircraft Guns
",0,0,2,0,2,15,"2022-07-07"
"41","Ukraine","Surface-To-Air Missile Systems
",36,1,6,0,43,16,"2022-07-07"
"42","Ukraine","Radars And Communications Equipment",11,1,8,3,23,17,"2022-07-07"
"43","Ukraine","Jammers And Deception Systems",0,0,1,0,1,18,"2022-07-07"
"44","Ukraine","Aircraft",29,0,0,0,29,19,"2022-07-07"
"45","Ukraine","Helicopters",8,0,3,0,11,20,"2022-07-07"
"46","Ukraine","Unmanned Aerial Vehicles",18,0,7,0,25,21,"2022-07-07"
"47","Ukraine","Naval Ships",5,0,13,0,18,22,"2022-07-07"
"48","Ukraine","Trucks, Vehicles and Jeeps",149,5,143,5,302,23,"2022-07-07"
