"","country","origin","system","status","url","sysID","imageID","statusID","matID","Date"
"30","Russia","Soviet Union","T-72B","damaged","https://i.postimg.cc/Bv3rSysY/33213.png",4,28,1,"7-4281","2022-03-12"
"31","Russia","Soviet Union","T-72B","captured","https://i.postimg.cc/Bv3rSysY/33213.png",4,28,2,"7-4282","2022-03-12"
"49","Russia","Soviet Union","T-72B","captured","https://i.postimg.cc/Bv3rSysY/33213.png",4,28,2,"7-4282","2022-03-12"
"172","Russia","Russia","T-80BVM","captured","https://i.postimg.cc/KzmrkB8F/bf.png",11,162,2,"7-111622","2022-03-12"
"314","Russia","Soviet Union","BMP-1(P)","destroyed","https://i.postimg.cc/cJyCvCjx/3d13.png",30,299,3,"7-302993","2022-03-12"
"315","Russia","Soviet Union","BMP-1(P)","destroyed","https://i.postimg.cc/zGvL43bp/553.png",30,300,3,"7-303003","2022-03-12"
"320","Russia","Soviet Union","BMP-1(P)","captured","https://i.postimg.cc/kGp8z952/Screenshot-9133.png",30,304,2,"7-303042","2022-03-12"
"321","Russia","Soviet Union","BMP-1(P)","captured","https://i.postimg.cc/QM37RfjJ/Screenshot-9134.png",30,305,2,"7-303052","2022-03-12"
"350","Russia","Soviet Union","BMP-2","destroyed","https://postlmg.cc/jny01hRh",31,334,3,"7-313343","2022-03-12"
"351","Russia","Soviet Union","BMP-2","destroyed","https://i.postimg.cc/sxpLZX17/44f1.png",31,335,3,"7-313353","2022-03-12"
"352","Russia","Soviet Union","BMP-2","destroyed","https://i.postimg.cc/N06DGTH8/bmp2.png",31,336,3,"7-313363","2022-03-12"
"455","Russia","Russia","BMD-4M","destroyed","https://i.postimg.cc/VkZh32ty/31d1.png",35,429,3,"7-354293","2022-03-12"
"472","Russia","Russia","BTR-82A","destroyed","https://i.postimg.cc/kXN80wNc/33215.png",36,446,3,"7-364463","2022-03-12"
"535","Russia","Soviet Union","BTR-D","abandoned","https://i.postimg.cc/tRtkGhj9/54g.png",38,504,4,"7-385044","2022-03-12"
"596","Russia","Russia","Barnaul-T 9С932-1 automated system for air defence units","captured","https://i.postimg.cc/7ZVjPfT2/3217.png",48,564,2,"7-485642","2022-03-12"
"632","Russia","Russia","KamAZ-5350 with EOV-3523 excavator","destroyed","https://postimg.cc/F1SGt9BP",64,598,3,"7-645983","2022-03-12"
"698","Russia","Soviet Union","152mm 2S19 Msta-S","abandoned","https://i.postimg.cc/Nf5WZ40V/32da.png",83,652,4,"7-836524","2022-03-12"
"699","Russia","Soviet Union","152mm 2S19 Msta-S","destroyed","https://i.postimg.cc/Nf5WZ40V/32da.png",83,652,3,"7-836523","2022-03-12"
"711","Russia","Soviet Union","152mm 2S19 Msta-S","captured","https://i.postimg.cc/RhPSKmCZ/421.png",83,664,2,"7-836642","2022-03-12"
"726","Russia","Soviet Union","220mm BM-27 'Uragan'","destroyed","https://i.postimg.cc/Lsr4xKW8/d43.png",85,678,3,"7-856783","2022-03-12"
"732","Russia","Soviet Union","23mm ZU-23","captured","https://i.postimg.cc/t4z6JH5f/3d14.png",88,683,2,"7-886832","2022-03-12"
"766","Russia","Russia","9A331 TLAR (for 9K331 Tor-M1)","captured","https://i.postimg.cc/brZ2rDJN/3561.png",97,711,2,"7-977112","2022-03-12"
